Geologycal_age,Domain,Rock_type,Country,Age  (Ma),error (Ma),Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb
Eocene,transition,granodiorite,Chile,35,1,-68.836,-21.018,63.88,0.54,17.02,2.37,0.08,1.44,4.66,4.36,2.19,0.19,,0.56,98.81,13,156,14,600,75,,20.8,35,7,12,9,17,70,710,,7.4,26,42.9,3.5,
Eocene,transition,andesite,Chile,,,-68.994,-21.771,55.32,1.11,18.42,7.02,0.07,2.47,8.7,4.19,1.55,0.36,,1.04,99.21,8,126,14,915,41,,,,,12,20.6,18.5,207,349,17.1,4.3,15.7,65.4,3.6,
Eocene,transition,dacite,Chile,,,-68.896,-21.808,63.81,0.67,17.34,4.68,0.09,1.54,5.52,3.08,2.53,0.22,,2.15,99.48,8,149,20,601,82,,,,,1,9.6,11.3,82,523,10.6,5,11.7,30.1,2.3,
Eocene,transition,rhyolite,Chile,,,-68.894,-21.807,76.51,0.14,13.89,0.77,0.01,0.97,3.46,2.57,1.55,0.04,,8.62,99.91,20,66,17,1301,46,,,,,,2.5,6.5,24,655,3.6,6.4,10.6,76.5,1.7,
Eocene,transition,andesite,Chile,,,-68.899,-21.794,58.42,0.83,16.45,6.76,0.16,2.51,9.01,3.34,1.55,0.2,,4.01,99.23,6,90,12,527,22,,,,,2,17.2,11.8,147,366,16.2,4.7,12.8,43.9,2.7,
Eocene,transition,andesite,Chile,,,-68.887,-21.815,60.26,0.73,17.77,5.3,0.13,1.73,6.74,4.54,1.92,0.27,,2.55,99.39,11,137,15,761,46,,,,,6,12.6,21.3,77,692,9.5,5.6,19.3,50.7,3.4,
Eocene,transition,dacite,Chile,,,-68.831,-21.894,64.09,0.57,16.87,4.27,0.07,1.91,4.34,4.21,3.03,0.16,,0.43,99.52,9,117,22,612,108,,,,,3,11.4,1,70,661,8.8,5.5,18.8,27.8,3.4,
Eocene,transition,dacite,Chile,,,-68.831,-21.894,,,,,,,,,,,,,0,9,117,22,612,120,,,,,3,12,6.8,70,668,9.5,6.2,21.2,27.8,3.4,
Eocene,transition,rhyolite,Chile,,,-68.87,-21.861,75.08,0.28,13.49,1.74,0.02,1.03,2.7,1.53,3.86,0.07,,6.22,99.8,19,150,21,1125,94,,,,,3,3.5,1.6,31,803,3.3,8.9,25.3,53.6,2.8,
Eocene,transition,dacite,Chile,,,-68.97,-22.34,63.2,0.65,16.73,4.76,0.08,2.24,4.58,4.13,2.91,0.2,,0.26,99.48,11,150,22,612,94,,,,,5,13.1,3.4,102,664,9.8,5.1,17.6,27.8,3.5,
Eocene,transition,dacite,Chile,,,-68.97,-22.34,,,,,,,,,,,,,0,11,150,22,612,114,,,,,5,13.5,8.6,102,686,10.5,5.8,20.5,27.8,3.5,
Eocene,transition,dacite,Chile,,,-68.97,-22.34,,,,,,,,,,,,,0,11,150,22,612,112,,,,,5,14.3,9.1,102,693,10.9,5.8,20.6,27.8,3.5,
Eocene,transition,andesite,Chile,,,-69.075,-23.007,51.87,1.4,17.98,9.78,0.17,3.28,9.11,3.33,1.66,0.32,,2.4,98.9,9,94,17,935,31,,,,,8,26,30.1,225,592,24.7,4.4,10.6,55,2.4,
Eocene,transition,andesite,Chile,,,-69.143,-23.15,62.39,0.77,17.02,5.09,0.2,3.54,3.82,3.54,2.87,0.19,,3.73,99.43,8,121,17,454,95,,,,,9,13.8,20.2,124,583,11.9,6.1,20.7,26.7,3.4,
Eocene,transition,dacite,Chile,,,-69.132,-23.194,67.52,0.43,16.53,2.92,0.05,1.34,2.79,4.67,3.29,0.13,,3.25,99.67,6,119,15,950,84,,,,,1,6.3,14.8,69,1056,6.1,4.8,15.6,63.3,3.3,
Eocene,transition,andesite,Chile,,,-69.804,-25.295,60.49,0.86,17.54,5.6,0.07,2.3,5.65,4.14,2.52,0.2,,0.66,99.37,8,157,20,573,82,,,,,24,19.5,31.8,144,587,15.4,4.9,16.9,28.7,3.4,
Eocene,transition,dacite,Chile,,,-69.486,-24.711,65.6,0.61,15.86,4.15,0.06,1.83,4.09,3.39,3.81,0.12,,1.18,99.52,10,128,22,330,116,,,,,7,11.1,19.2,117,555,10.4,5.9,16.2,15,2.7,
Eocene,transition,andesite,Chile,,,-69.694,-24.854,62.71,0.78,17.03,5.4,0.1,1.68,5.03,3.52,2.99,0.16,,1.14,99.4,8,137,18,771,75,,,,,16,18.2,20.5,107,709,13.2,4.9,15.3,42.8,3.1,
Eocene,transition,andesite,Chile,,,-69.77,-24.921,60.08,0.86,16.41,5.55,0.1,3.65,6.46,3.51,2.54,0.24,,1.05,99.4,9,150,20,923,71,,,,,64,21.3,102,141,727,15.7,5.4,20.7,46.2,3.8,
Eocene,transition,rhyolite,Chile,,,-69.388,-24.089,76.88,0.16,12.55,0.87,0.04,0.23,0.84,3.37,4.92,0.03,,0.39,99.89,19,128,30,125,203,,,,,0.7,0.8,,24,573,1.6,9.4,23.6,4.2,2.5,
Eocene,transition,dacite,Chile,,,-69.369,-23.675,64.28,0.57,17.3,4.41,0.09,1.5,4.24,4.64,2.29,0.2,,0.78,99.52,12,152,18,499,59,,,,,7.2,10.2,6.8,80,773,8.1,5.6,16.6,27.7,3,
Eocene,transition,andesite,Chile,,,-69.066,-23.152,57.75,0.72,18.25,6.18,0.13,3.33,6.26,4.46,1.88,0.35,,1.72,99.31,9,127,17,1048,37,,,,,4,17,9.7,103,567,12.6,4.8,12.2,61.6,2.6,
Eocene,transition,andesite,Chile,,,-69.081,-23.152,58.09,1.07,17.16,5.79,0.08,3.97,5.77,3.77,3.24,0.42,,4.33,99.36,12,218,20,726,65,,,,,30,19.9,47,137,1182,14.2,5.6,26.5,36.3,4.7,
Eocene,transition,andesite,Chile,,,-68.999,-22.546,62.46,0.67,17.14,4.49,0.08,2.51,4.86,4.12,2.97,0.2,,1.37,99.5,11,186,21,620,100,,,,,6,13.6,29.3,93,909,10.9,6.8,24.3,29.5,3.6,
Eocene,transition,andesite,Chile,,,-68.6,-23.5,53.39,1.52,17.29,7.98,0.14,4.82,6.3,4.62,2.58,0.47,,1.88,99.11,18,176,24,562,75,,,,,66,28.1,140.3,160,524,23,4.4,9.9,23.4,2.3,
Eocene,Arequipa,granodiorite,Chile,34.3,1,-69.058,-19.9,61.23,0.77,16.53,2.26,0.08,2.6,5.34,2.88,3.58,0.12,,1.06,98.87,15,306,32,286,183,,18,49,55,14,14,42,129,625,,5.7,11.3,8.9,2,
Eocene,transition,granodiorite,Chile,33.3,0.9,-68.985,-20.978,65.39,0.58,15.24,2.09,0.11,1.89,3.74,2.97,3.55,0.09,,1.95,98.3,16,195,36,258,177,,17.8,62,12,12,12,21,89,566,,5.8,10,7.2,1.7,
Eocene,transition,granite,Chile,34.3,1,-68.983,-20.979,61.19,0.66,16.83,3.09,0.14,2.38,4.92,3.37,2.37,0.17,,1.05,98.26,15,138,27,384,133,,21.2,77,24,9,12,15,107,493,,5.6,13.3,14.2,2.4,
Eocene,transition,diorite,Chile,33.3,0.9,-68.9,-20.925,63.65,0.75,15.6,2.44,0.11,2.38,4.35,3.5,3.36,0.12,,1.53,98.91,13,239,26,307,144,,17.4,72,53,17,15,30,106,644,,5.8,12.2,11.8,2.1,
Eocene,transition,granodiorite,Chile,34.2,1,-68.857,-21.083,65.05,0.66,15.35,2.49,0.06,1.81,4,3.19,3.7,0.11,,0.89,98.63,15,225,29,291,149,,17.4,36,4,10,13,24,94,717,,5.8,11.9,10,2,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.588,-16.53,62.65,0.46,17.24,2.74,0.11,1.61,5.53,3.21,2.63,0.34,1.56,0.17,101.83,9,126,19,474,72,,,,,10,,44,65,924,,,,24.9,,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.588,-16.53,60.27,0.59,16.98,3.11,0.19,2.96,6.35,3.18,2.17,0.16,1.67,0.14,101.82,8,89,17,432,79,,,,,3,,116,169,550,,,,25.4,,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.588,-16.53,63.67,0.48,16.56,2.54,0.13,2,5.54,3.35,2.25,0.15,1.35,0.12,101.47,9,81,15,461,70,,,,,12,56.9,53,,,10.7,7.6,17.5,30.7,2.3,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.588,-16.529,66,0.42,16.14,2.22,0.12,1.65,4.62,3.1,2.69,0.13,0.91,0.15,101.07,8,76,16,431.3,88.5,,,,,11,9.3,60,84,777,9,7.6,17.3,27,2.3,
Cretaceous,Arequipa,monzonite,Peru,,,-71.593,-16.5,53.2,0.86,18.9,4.36,0.19,3.61,9.19,2.52,1.37,0.25,1.93,0.21,102.14,9,53,21,578.8,44,,,,,12,53.9,46,,,19.8,4.4,10.6,27.6,2.4,
Cretaceous,Arequipa,monzonite,Peru,,,-70.027,-17.833,61.12,0.92,15.78,3.19,0.13,2.35,5.05,3.88,3.21,0.2,1.07,0.09,101.17,11,208,30,322,142.5,,,,,25,15.1,73,120,560,14.6,4.3,10.7,10.7,2.5,
Cretaceous,Arequipa,monzonite,Peru,,,-70.7,-17.292,55.49,1.09,16.68,4.12,0.14,3.57,7.55,3.46,2.27,0.32,1.6,0.09,101.69,10,191,30,400.8,92.7,,,,,32,20.7,116,192,518,24.8,3.7,8.2,13.4,2.2,
Cretaceous,Arequipa,granodiorite,Peru,,,-70.62,-17.22,66.25,0.55,15.91,2.06,0.1,1.57,3.74,3.84,3.11,0.22,,,100.07,11,178,20,424.8,124.4,,,,,29,52.9,40,78,722,9.2,5.3,12.2,21.2,2.3,
Cretaceous,Arequipa,monzonite,Peru,57.2,1.9,-70.65,-17.217,59.72,0.74,17.53,3.03,0.15,2.69,5.93,4.19,1.85,0.22,,,99.99,7,122,16,533.3,56.7,,,,,27,41.9,51,,,13.4,4.7,13.3,33.3,2.8,
Cretaceous,Arequipa,monzonite,Peru,,,-71.688,-16.457,57.3,1.19,17.6,3.6,0.18,2.97,7.13,3.17,2,0.21,1.02,0.14,101.15,7,90,21,506,65,,,,,11,41.6,47,176,683,19.8,4.9,9.9,24.1,2,
Cretaceous,Arequipa,monzonite,Peru,,,-72.038,-17.002,53.85,1.19,18.85,3.93,0.09,3.05,6.24,4.18,2.82,0.76,1.85,0.13,102,14,49,15,213,68,,,,,30,26.4,37,54,824,8.9,8.4,30.8,14.2,3.7,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.622,-16.453,67.64,0.32,15.34,2.03,0.15,1.57,2.85,4.09,3.19,0.12,0.89,0.23,101.12,6,91,16,266.2,71.6,,,,,10,8,44,54,824,7.6,6.4,13.4,16.6,2.1,
Cretaceous,Arequipa,monzonite,Peru,,,-71.608,-16.482,44.87,1.04,17.36,6.67,0.4,6.28,12.87,0.99,1.16,0.04,2.17,0.19,102.36,4,13,15,319,36,,,,,21,,80,539,462,,2.3,4.4,21.3,1.9,
Cretaceous,Arequipa,monzonite,Peru,,,-71.708,-16.483,55.77,0.78,17.47,4.19,0.2,3.51,7.72,3.1,1.74,0.15,1.42,0.16,101.6,7,87,23,341,71,,,,,23,50,67,255,346,29.9,4.1,7.7,14.8,1.9,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.708,-16.48,59.68,0.68,17.18,3.17,0.14,2.65,6.37,3.25,2.58,0.19,1.01,0.11,101.13,8,105,20,462.8,85.6,,,,,13,54.2,42,153,752,16.4,4.9,11.9,23.1,2.4,
Cretaceous,Arequipa,monzonite,Peru,,,-71.697,-16.468,53.42,0.92,18.04,4.35,0.18,3.94,8.9,3.13,1.4,0.18,1.27,0.1,101.38,8,73,20,512.6,40.4,,,,,15,43.8,49,251,513,30.5,3.5,6.8,25.6,2,
Cretaceous,Arequipa,monzonite,Peru,,,-71.697,-16.468,58.02,0.78,16.86,3.86,0.17,3.22,6.75,3.02,2.12,0.2,1.19,0.11,101.3,5,104,20,456,70,,,,,13,22,70,,,21,4.7,9,22.8,1.9,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.697,-16.468,62.05,0.58,16.52,2.89,0.13,2.27,5.4,3.15,3.06,0.16,1.05,0.14,101.19,8,105,23,403.8,102.4,,,,,10,66,33,132,769,14.7,5.3,9.1,17.6,1.7,
Cretaceous,Arequipa,monzonite,Peru,,,-71.687,-16.422,57.75,0.74,17.49,3.68,0.18,2.89,7,3.32,1.98,0.21,1.16,0.13,101.3,5,101,21,508,61,,,,,12,19.5,59,177,766,19.7,4.7,8.9,24.2,1.9,
Cretaceous,Arequipa,granodiorite,Peru,44.83,4.3,-70.023,-17.442,67.92,0.25,16.02,1.96,0.05,1.62,3.17,3.46,2.57,0.13,2.07,0.47,102.29,10,135,12,438.4,74.2,,,,,17,8.5,63,77,667,7.3,8.6,16.8,36.5,2,
Cretaceous,Arequipa,monzonite,Peru,60.9,1.83,-70.027,-17.833,65.37,0.88,16.69,3.07,0.12,2.36,0,3.73,3.52,0.21,0.9,0.1,101.01,11,254,30,305,147,,,,,23,,67,110,572,16.1,4.5,9.5,10.2,2.1,
Paleocene,transition,diorite,Peru,,,-72.884,-15.214,46.8,1,16.5,10.45,0.16,4.5,10.04,3.1,2.41,0.5,,,95.46,5,66,22,815,53,3,19,40,13,11,23,28,322,582,30,3.3,10.6,37,3.2,2.2
Cretaceous,transition,granite,Peru,,,-73.082,-15.744,72.3,0.24,14.2,2.85,0.07,0.77,2.96,3.58,2.69,0.08,,,99.74,6,106,4,332,81,13,15,32,,3,,10,42,936,10,8.8,19.6,83,2.2,1.7
Cretaceous,Coastal Cordillera,andesite,Peru,,,-71.313,-17.122,56.1,0.98,19.1,6.5,0.12,2.21,7.42,3.65,1.85,0.44,,,98.37,5,157,26,573,61,18,21,75,17,7,11,9,123,497,16,3.7,8.6,22,2.3,1.9
Cretaceous,Coastal Cordillera,andesite,Peru,,,-71.123,-17.482,58,1.01,16,8.38,0.15,2.65,6.2,3.31,1.96,0.23,,,97.88,7,149,29,340,61,14,20,82,46,4,19,9,214,564,25,3.9,6.8,11.7,1.7,1.7
Cretaceous,Coastal Cordillera,andesite,Peru,,,-71.435,-17.236,56.9,0.64,16.7,7.24,0.12,3.74,6.34,3.26,2.38,0.15,,,97.47,5,104,21,427,74,9,15,47,15,6,20,15,216,411,25,3.8,7,20.3,1.8,1.6
Cretaceous,Coastal Cordillera,granodiorite,Peru,,,-71.873,-16.343,60.1,0.5,17.8,6.37,0.16,2.64,7.06,3.07,1.31,0.16,,,99.17,5,103,19,441,35,11,17,67,5,5,15,7,122,493,13,3.7,6.2,23.2,1.7,1.5
Cretaceous,Coastal Cordillera,diorite,Peru,,,-75.738,-13.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Coastal Cordillera,diorite,Peru,,,-75.732,-13.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,diorite,Peru,,,-71.597,-16.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,Monzonite,Peru,,,-71.415,-16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.59,-16.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.572,-16.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.71,-16.488,56.54,0.72,17.92,3.91,0.18,3.61,5.9,4.13,1.9,0.13,1.43,0.09,101.52,5,106,22,347.6,77.5,,,,,14,24.7,57,259,361,28,3.9,7.2,15.8,1.9,
Cretaceous,Arequipa,diorite,Peru,,,-71.745,-16.517,52.26,1.07,18.25,4.56,0.2,3.73,8.79,3.73,1.19,0.38,0.45,0.12,100.56,7,67,20,761.4,34.4,,,,,16,24,75,225,578,25.4,3.3,8.5,38.1,2.5,
Cretaceous,Arequipa,monzonite,Peru,,,-71.74,-16.505,66.72,0.48,14.21,2.01,0.08,1.13,3.21,3.72,5.66,1,0.46,0.19,101.55,11,239,32,241.4,290.2,,,,,12,69.2,37,51,770,7,5.8,12.9,7.5,2.2,
Cretaceous,Arequipa,diorite,Peru,,,-71.685,-16.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,diorite,Peru,,,-71.685,-16.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,diorite,Peru,,,-71.703,-16.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,granite,Peru,,,-71.74,-16.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,diorite,Peru,,,-71.75,-16.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.753,-16.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,granite,Peru,,,-71.708,-16.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.753,-16.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,gabbro,Peru,,,-71.73,-16.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.712,-16.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.648,-16.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.642,-16.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.595,-16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,monzonite,Peru,,,-71.595,-16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cretaceous,Arequipa,granodiorite,Peru,,,-71.436,-16.507,66.9,0.5,14.9,4.27,0.08,1.57,3.27,2.98,4.46,0.11,,,99.03,9,191,29,242,216,18,16,43,4,4,13,6,82,750,13,,,8.3,,
Cretaceous,Arequipa,gabbro,Peru,,,-71.613,-16.487,55.9,0.85,17,8.19,0.14,4.38,7.05,4.11,1.56,0.19,,,99.37,4,53,26,377,64,8,19,52,6,11,20,21,244,264,29,,,14.5,,
Cretaceous,transition,granodiorite,Peru,,,-73.12,-15.564,66.4,0.37,16.58,4,0.15,1.19,5.23,3.56,1.9,0.15,,,99.53,6.7,121,15.9,497,69,11,17,47,0,4,6,6,52,1275,11,6.2,11.8,31.3,1.9,
Cretaceous,Paracas,diorite,Peru,,,-75.73,-13.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paleocene,Coastal Cordillera,diorite,Peru,,,-72.788,-15.153,61.7,0.47,17.8,4.72,0.05,1.38,3.54,5.19,4.31,0.2,,,99.37,,,24,547,90,14,16,36,8,3,9,5,72,741,11,,,22.8,,
Cretaceous,Arequipa,diorite,Chile,,,-69.033,-19.858,65.65,0.59,16.22,1.97,0.07,1.61,4.12,3.97,2.6,0.13,,0.8,98.82,13,134,12,457,88,,20.1,52,16,7,10,19,77,600,,7.1,20,38.1,2.8,
Cretaceous,Arequipa,diorite,Chile,,,-69.042,-19.854,57.7,0.8,16.11,1.8,0.17,4.75,6.97,2.93,2.13,0.1,,1.19,98.76,13,146,30,289,144,,17.6,147,49,39,27,160,179,379,,4.9,9.1,9.6,1.9,
Cretaceous,Arequipa,diorite,Chile,,,-69.044,-19.863,59.05,0.82,16.13,1.91,0.14,3.8,6.19,2.91,2.48,0.1,,1.5,98.12,12,165,29,259,131,,18.4,192,24,25,20,63,165,392,,5.1,9.1,8.9,1.8,
Cretaceous,Arequipa,diorite,Chile,,,-69.044,-19.863,71.71,0.39,13.37,1.59,0.03,0.71,1.47,2.44,6.05,0.04,,0.77,98.95,17,272,28,159,303,,15,30,7,9,3,18,43,769,,6.7,12.1,5.7,1.8,
Cretaceous,Arequipa,diorite,Chile,,,-69.354,-19.879,52.72,1.17,16.89,4.51,0.16,4.72,7.19,3.34,2.02,0.2,,2.22,97.4,11,116,27,514,51,,19.4,94,67,18,24,39,250,531,,4,7.8,19,2,
Cretaceous,Arequipa,diorite,Chile,,,-69.179,-20.096,63.19,0.75,15.57,1.91,0.17,2.3,4.33,3.31,2.87,0.11,,1.54,98.01,12,191,31,241,110,,17.9,259,24,10,19,29,107,563,,4.5,8.1,7.8,1.8,
Cretaceous,Arequipa,diorite,Chile,,,-68.813,-20.871,58.1,0.84,16.85,2.97,0.13,3.04,5.74,3.5,2.41,0.02,,1.06,97.89,13,170,28,405,86,,19.8,96,42,9,19,13,137,619,,5.3,15,14.5,2.8,
Cretaceous,Arequipa,diorite,Chile,,,-68.892,-20.95,55.24,0.95,18.25,5.22,0.14,3.73,7.2,3.46,1.14,0.14,,2.51,98.5,11,118,20,487,34,,20.7,111,35,10,19,12,189,449,,5.1,10.6,24.4,2.1,
Paleocene,transition,diorite,Chile,,,-68.646,-20.913,64.37,0.26,17.63,0.27,0.17,0.39,1.41,5.51,6.4,0.06,,0.63,98.48,18,264,33,376,133,,15.7,78,6,5,,12,19,874,,6.9,10.6,11.4,1.5,
Paleocene,transition,diorite,Chile,,,-68.763,-20.942,67.23,0.48,15.27,1.92,0.08,1.52,3.1,3.78,3.65,0.01,,1.02,99.15,14,147,21,268,115,,15.9,48,16,6,11,16,67,804,,8.3,15.8,12.8,1.9,
Paleocene,transition,diorite,Chile,,,-69.088,-20.204,63.96,0.79,15.13,1.54,0.11,2.38,3.26,2.21,3.5,0.11,,2.08,97.25,17,261,33,193,171,,17.8,134,22,25,15,60,113,511,,5.7,14,5.8,2.4,
Paleocene,transition,diorite,Chile,,,-69.088,-20.204,65.39,0.81,15.81,1.92,0.04,2.26,2.68,2.65,3.67,0.1,,2.42,99,20,272,35,198,171,,18.8,41,24,27,13,61,107,507,,5.9,12.8,5.7,2.2,
Paleocene,transition,diorite,Chile,,,-68.771,-20.896,56.53,0.88,17.57,3.19,0.15,3.46,6.23,3.5,2.28,0.18,,1.25,98.65,13,188,24,482,80,,20.5,132,56,18,22,21,166,782,,5.9,14.5,20.1,2.5,
Paleocene,transition,diorite,Chile,,,-68.771,-20.896,56.67,0.7,17.83,2.69,0.13,4.06,6.83,3.2,1.6,0.08,,1.21,98.45,13,99,20,385,55,,18.9,70,38,20,22,30,152,424,,5.1,9.5,19.3,1.8,
Paleocene,transition,diorite,Chile,,,-69.354,-20.079,63.88,0.8,15.84,3.19,0.1,1.98,4.26,3.55,3.1,0.14,,1.4,98.95,15,222,35,284,125,,16.5,64,31,10,12,24,100,666,,4.8,9.1,8.1,1.9,
Paleogene,transition,diorite,Chile,,,-68.836,-21.018,58.47,0.72,16.67,2.53,0.11,3.68,6.77,3.19,1.82,0.1,,1.08,98.16,10,123,23,370,78,,17.6,73,5,22,20,47,158,473,,5.3,9,16.1,1.7,
Paleogene,transition,gabbro,Chile,,,-68.84,-21.017,45.24,1.03,20.71,4.69,0.17,5.12,12.63,1.77,0.38,0.06,,1.47,98.41,7,22,11,493,17,,21.7,72,128,24,33,28,431,80,,3.1,5,44.8,1.6,
Paleogene,transition,diorite,Chile,,,-68.821,-21.004,62.97,0.64,15.95,2.21,0.1,2.64,5.14,3.24,2.62,0.09,,1.09,98.89,12,154,26,317,118,,16.6,66,35,16,17,29,123,506,,5.4,10.5,12.2,2,
Cretaceous,Arequipa,granite,Chile,,,-69.883,-18.354,62.37,0.62,16.63,1.85,0.09,2.63,5.08,3.68,2.61,0.11,,,98.7,11,143,18,422,83,,18,74,54,24,15,39,106,567,,5.7,16.6,23.4,2.9,2
Cretaceous,Arequipa,granite,Chile,,,-69.708,-18.428,74.25,0.27,12.75,1.2,0.03,0.41,0.46,2.96,5.88,0.01,,,98.94,15,203,38,72,455,,13.9,20,21,7,5,13,26,329,,6.1,8,1.9,1.3,1.4
Cretaceous,Arequipa,granodiorite,Chile,,,-69.708,-18.428,63.95,0.68,15.97,2.3,0.01,1.58,3.94,3.68,3.34,0.14,,,98.13,15,338,28,342,174,,17.5,66,66,10,9,24,80,678,,6.1,15.1,12.2,2.5,1.8
Cretaceous,Arequipa,granodiorite,Chile,,,-69.708,-18.428,63.16,0.79,14.86,2.4,0.1,2.3,4.37,3.05,3.8,0.15,,,98.35,15,210,42,193,264,,16.6,70,117,14,15,31,110,383,,5.4,11.8,4.6,2.2,1.8
Cretaceous,Arequipa,diorite,Chile,,,-69.71,-18.429,58.43,1.03,16.18,2.31,0.13,3.38,6.57,3.06,2.59,0.2,,,99.17,15,214,37,270,141,,18.2,78,118,18,22,43,180,373,,4.7,10.6,7.3,2.3,1.9
Cretaceous,Arequipa,diorite,Chile,,,-69.163,-19.613,64,0.76,15.06,2.04,0.08,2.5,4.45,3.1,3.62,0.1,,0.63,99.11,16,243,32,234,177,,16,59,24,16,13,34,107,535,,6,13.3,7.3,2.2,
Cretaceous,Arequipa,diorite,Chile,,,-69.163,-19.613,67.15,0.53,14.38,1.64,0.08,1.74,2.77,2.65,4.54,0.09,,1.41,98.19,17,195,32,228,260,,17.2,64,12,12,10,28,68,575,,6.3,13.3,7.1,2.1,
Cretaceous,Arequipa,diorite,Chile,,,-69.167,-19.604,58.99,0.8,17.8,2.58,0.15,2.64,5.81,3.78,1.61,0.18,,0.52,98.87,11,117,23,476,49,,19.4,73,19,10,15,18,95,511,,4.7,8.2,20.7,1.7,
Cretaceous,Arequipa,diorite,Chile,,,-69.167,-19.604,63.69,0.77,15.05,1.98,0.08,2.46,4.42,3.06,3.67,0.1,,0.64,98.58,17,245,32,243,169,,17.2,62,27,15,13,31,101,539,,5.8,14.5,7.6,2.5,
Cretaceous,Arequipa,diorite,Chile,,,-69.167,-19.604,67.22,0.54,14.58,1.38,0.09,1.63,3.01,2.9,4.28,0.09,,0.96,98.39,17,195,29,234,227,,17.7,80,14,13,14,30,67,569,,6.3,13.9,8.1,2.2,
Cretaceous,Arequipa,diorite,Chile,,,-68.742,-20.704,64.91,0.47,15.37,3.52,0.08,2.02,4.1,3.62,3.03,0.01,,1.32,97.99,11,143,15,459,77,,16.6,44,49,20,10,36,87,770,,8.9,22.9,30.6,2.6,
Cretaceous,Arequipa,diorite,Chile,,,-68.733,-21.867,61.07,0.48,17.24,3.5,0.13,1.87,5.44,3.86,2.29,0.19,,1.52,97.67,13,111,17,946,51,,17.9,59,47,6,7,15,98,1855,,6.8,14,55.6,2.1,
Cretaceous,Arequipa,diorite,Chile,,,-69.538,-18.396,53.1,0.98,16.99,4.5,0.14,5.14,7.12,3.84,1.37,0.17,2.29,,96.97,12,128,18,601,34,,20.7,100,71,38,26,91,208,468,,5.3,18.5,33.4,3.5,2.3
Cretaceous,Arequipa,diorite,Chile,,,-69.5,-18.317,60.7,0.87,15.61,2.02,0.11,2.85,4.83,3.37,3.13,0.15,1.89,,97.7,16,235,28,413,123,,18.2,70,49,25,18,46,127,742,,5.9,16.6,14.8,2.8,1.9
Cretaceous,Arequipa,diorite,Chile,,,-69.5,-18.317,60.33,0.89,15.6,2.21,0.1,2.97,5.4,3.08,3.1,0.16,1.62,,97.85,16,239,30,374,132,,17.4,74,54,24,18,50,130,670,,6.2,14.8,12.5,2.4,2.1
