SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
,,,,,,,,,,,,,,,86.1,,5.4,,,73,10,193,141.5,13,174.5,42.3,2,600.1,2.8,0.9,,8.7,26.1,,,,,,1.2,,,,,0.7,5.7,3,0.6,,3.5,1.8,,,14,,,86,,,,15,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,11,71.7,,42.4,,25,194,7,75,24.1,21.6,125.7,31.1,2,69.5,5.3,15.8,,25.3,28.2,,,,,,1.2,,,,,0.8,3.4,2,,11,2.6,2.3,,,12,,,58,1.2,0.9,,17,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,79.8,,15.8,,66,27,7,66,22.3,19.8,287.9,24.5,4,55.5,4.9,,,30.7,58.8,,,,,,0.7,,,,,0.4,2.9,2,,40,1.8,3.8,,1.7,15,,,85,0.2,,,16,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,76.6,,28.7,,27,60,4,85,18.5,44.7,188,34.7,6,86.9,3.1,0.3,,15.9,43,,,,,,1.1,,,,,0.5,3.2,3,0.7,,2.3,1,,,9,,,,,0.7,,16,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,12,92.6,,17.7,,,43,6,25,12.5,4.5,266.6,40.2,6,138.4,1.7,,,20.2,31.2,,,,,,1.1,,,,,0.8,4.9,4,0.8,8,12.8,2.8,,,9,,,49,0.1,0.6,,13,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,13,78.6,,2.8,,,76,7,251,6.5,22.2,187.8,42.2,5,273.8,2.6,1.5,167.2,35.7,44.2,,,,,,1.3,,,,,1,6,7,0.7,250,5.2,3.7,,,18,1,,90,0.6,1.6,,10,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,20,102.6,,41.2,,,102,4,86,5.3,6.1,236.4,11.6,4,25.6,2.2,0.8,,3.7,10.1,,,,,,0.4,,,,,0.2,1.8,1,0.7,10,2.7,0.8,,,11,,,111,0.8,1.7,,10,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,12,81.8,,27.4,,6,52,7,193,6.8,3.8,76.4,16.7,2,52.4,1.4,0.2,,2.6,13.5,,,,,,0.5,,,,,0.4,2.1,1,,24,2.4,0.9,,,8,,,93,0.2,0.9,,9,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,17,82,,34.6,,,98,9,469,4.6,15.7,372,9.6,2,24.2,11.2,0.2,400.6,3.2,10.9,,,,,,0.3,,,,,0.2,1.2,,0.7,16,2,0.6,,,5,,,74,0.2,2,,13,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,76.4,,39.7,,16,185,8,522,4.9,5.9,304.1,15,2,52.8,2.2,,1004.3,3.4,14.4,,,,,,0.5,,,,,0.3,1.8,2,0.6,14,1.8,0.5,,,7,,,81,0.2,0.9,,15,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,56.7,,4.6,,,81,10,176,4.7,20.9,80.9,39.5,5,171,1.2,0.3,113.4,34.6,45.4,,,,,,1.3,,,,,0.9,4.7,5,0.6,,5.8,4.4,,,7,,,93,,0.7,,14,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,64.7,1511,19.8,,97,118,46,181,12.8,19.2,74.9,20.4,3,158.4,2.2,0.5,,32.6,31.8,,,,,,0.5,,,,,0.5,2.5,4,0.5,,4.6,2.9,,,9,,,63,,1,,16,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,11,50,,6.5,,,,6,23,4.9,12.2,219,35.7,2,111.2,2.4,0.7,,14.2,46.3,,,,,,1,,,,,0.6,4.4,3,,,3.7,1.7,,,8,,,44,,1,,11,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,93,1701,31.6,,45,,56,132,15.6,6.4,363.3,16.6,3,50.4,1.5,0.3,496.2,7.4,17.5,,,,,,0.5,,,,,0.3,2.1,2,0.7,,1.7,1.1,,,5,,,,,,,12,,,,,,,,,,,,,,,Cretacicoinferior
54.7,1.1,16.3,7.59,,0.1,3,6.5,4.7,3.3,0.7,,1,,,25.4,184,26.1,,51,369,,145,,74.1,1656.9,19.8,11,121.9,1.3,0.2,1688.5,63.3,126.5,16,46.5,10.2,2.3,8,1,4.3,0.8,1.6,0.2,0.2,1.5,3,1.5,14,5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
54.1,1.3,15.4,7.72,,0.1,6.2,6.4,3,1.9,0.4,,1.7,,27,32.7,178,33.2,241,121,112,4,139,3,72.48,572.5,23.11,21.7,161.2,3.43,0.3,550.5,29.99,59.3,7.22,29.66,6.08,1.84,5.86,0.79,4.56,0.87,2.45,0.32,0.29,2.05,4.76,1.63,59,6.4,1.6,,,,,,,,,,24.7,,,,,,,,,,,,,,,Cretacicoinferior
47.4,2.7,14,11.04,,0.1,6.8,7.7,2.6,2.2,0.7,,4,,36,33.4,205,50.5,241,188,113,3,185,,43.6,593.5,23.4,56,252.7,7.9,0.2,392.6,31.9,47.8,7.9,30,5.5,1.9,7.9,0.9,6,1.1,2.5,0.3,0.2,1.6,6,4.8,25,3.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
58.9,1,14,7.07,,0.1,3.1,4,3.4,3.9,0.5,,,,29,29,161,17.3,93,17,109,5,126,1,134.2,361.5,35.3,10,269.4,1.6,,853.1,27.5,59.9,8,37.8,6.6,1.4,6.4,1,6,1.3,3.2,0.5,0.5,3.5,9,,10,9.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
47.1,1.9,18,9.23,,0.1,2.8,3.3,3.2,5.6,0.4,,8.1,,17,30.3,112,27.6,143,84,40,,115,2,211.34,198.6,20.59,15,106.9,12.87,,231.5,14.41,33.75,4.54,20.53,5.26,1.7,5.73,0.86,4.57,0.79,2.15,0.26,0.21,1.54,4.04,0.97,63,2,1.5,,,,,,,,,,24.44,,,,,,,,,,,,,,,Cretacicoinferior
49.2,1.9,14,9.24,,0.1,7.7,3.4,5.3,0.7,0.4,,,,63,26.7,200,44.8,236,152,33,2,233,,8,131.3,15.5,26,168.6,0.4,,102.6,16.2,32.4,4.3,21.7,4.1,1.2,4.1,0.6,3.1,0.7,1.6,0.2,0.2,1.3,5,1.2,18,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50.6,2.1,14.4,9.37,,0.2,6.6,5,4.4,2.2,0.4,,,,142,29.3,239,35.8,253,70,70,4,301,,31.7,795.8,19.1,30,144.2,0.6,,1739.7,17.2,36,4.9,25,4.8,1.7,4.7,0.7,3.7,0.7,1.7,0.2,0.2,1.5,5,,21,1.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
40.3,2.2,11.3,8.58,,0.2,4.1,12.2,2,2.3,0.6,,,,49,20.4,193,27.2,134,45,158,3,131,,34.6,241.1,18.5,49,187,0.6,,288.9,25.4,48.3,6.3,31.2,5.4,1.7,4.8,0.7,3.7,0.7,1.7,0.2,0.2,1.3,5,,13,2.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50.6,2.1,17.2,10.22,,0.1,0.9,2.9,0.2,11.4,2.3,,1.8,,12,25.3,49,8.1,22,15,22,3,103,3,276.2,98.4,50.5,39,334.7,8.2,0.3,819.2,99.9,130.2,25.7,86.9,14.9,5.2,23.2,2.4,13.3,2.1,4.9,0.7,0.4,2.9,7,3.6,34,4.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
46.3,2.3,13.8,10.46,,0.2,8.8,7.9,3,1,0.7,,5.4,,82,33.3,217,51.5,311,217,64,5,159,3,8.39,736.2,18.13,44.7,253.8,3.67,,279.6,29.07,57.76,6.88,28.61,5.61,1.9,5.64,0.75,4.05,0.68,1.55,0.19,0.18,1.24,4.12,3.1,25,3.4,1.3,,,,,,,,,,22.35,,,,,,,,,,,,,,,Cretacicoinferior
49.8,1.1,13.4,8.41,,0.2,7.7,8.2,2.2,1.8,0.3,,,,96,31.2,224,36.6,243,114,45,,98,,60.5,416.8,21.4,15,119.6,32.2,,487.1,15.8,33.2,4.5,22.1,4.1,1.1,4,0.6,3.8,0.8,2,0.3,0.3,2,4,1.9,10,4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
56.9,1.2,10.9,4.63,,0.1,9.1,1.3,1.2,2.6,1.3,,,,119,13.8,129,36,180,97,,,84,,20.8,228.8,18.1,64,350.7,3.2,0.2,135.6,17.7,30.3,4.2,23.3,3.8,0.9,3.2,0.5,2.6,0.5,1.5,0.2,0.2,1.4,10,,8,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
48.6,0.69,18.23,10.68,,0.18,4.69,12.02,1.73,0.16,0.05,,,,10,48.5,322,26.3,77,15,114,2,81,1,3.3,149.4,12,3,40.5,1.1,0.2,77.4,1.8,11,1.59,4,1.1,1.16,1.9,1.9,1.98,0.48,1.16,0.19,0.2,1.3,1,0.5,5,1.9,0.25,,0.2,1,1,1,30,0.1,0.5,5,16,,2,,,,,,,,,,,,,CretacicoInferior
49.8,0.79,14.06,9,,0.31,7.87,15.38,1.65,0.1,0.09,,0.9,,10,47.6,260,29.9,459,131,11,4,121,1,2,212.2,15.6,2,58.5,0.2,0.3,204.7,2.1,5.6,0.96,5.7,1.6,1.54,2,0.1,2.36,0.56,1.54,0.22,0.25,1.6,2,0.5,7,0.1,0.43,,0.2,1,1,1,30,0.4,0.5,5,12,,1.7,,,,,,,,,,,,,CretacicoInferior
53.71,0.88,17.13,11.04,,0.18,3.73,10.2,2,0.24,0.06,,0.8,,10,45.8,361,25.7,82,16,143,3,203,1,5.8,176.1,18.3,3,46.8,0.3,1.2,181.4,3.6,7.6,1.26,6.5,1.8,1.78,2.14,0.5,2.65,0.62,1.78,0.3,0.28,1.9,2,0.5,60,0.5,0.46,,0.2,1,1,1,30,0.1,0.5,5,18,,2.3,,,,,,,,,,,,,CretacicoInferior
58.91,0.81,15.1,7.57,,0.14,3.35,3.67,5.35,1.47,0.14,,3.3,,10,32.4,186,15,73,20,54,2,86,1,22.8,188,24.4,4,88.6,0.4,0.2,660.7,7.6,17.6,2.63,12.4,2.9,2.53,3.3,2.2,3.78,0.89,2.53,0.37,0.39,2.7,3,0.5,8,2.2,0.94,,0.2,1,1,1,30,0.1,0.5,5,15,,0.8,,,,,,,,,,,,,CretacicoInferior
66.74,0.43,13.18,4.86,,0.14,1.11,1.26,5.55,2.22,0.12,,2.6,,10,16.6,23,2.2,64,5,12,2,122,3,29.1,98.3,30.7,5,81.9,0.3,0.6,818.6,39.3,66.8,5.83,17.5,5,1.31,5.19,0.84,5.01,1.17,2.69,0.42,0.37,2.5,2,0.5,34,6.6,1.83,,0.2,2,1,1,30,0.1,0.5,5,16,,0.8,,,,,,,,,,,,,CretacicoInferior
56.26,0.74,18.42,6.22,,0.13,2.14,3.54,7.69,1.14,0.16,,2.6,,10,31.2,94,11.9,50,5,68,2,108,1,24.2,244.8,23.5,3,71.6,0.4,0.3,358.5,8.1,19.4,2.35,7.9,3.1,0.94,4.04,0.76,4.07,0.93,2.2,0.32,0.41,2.9,2,0.7,32,2.4,1.04,,0.2,1,1,1,30,0.2,0.5,5,19,,0.9,,,,,,,,,,,,,CretacicoInferior
53.1,1.1,15.1,1.02,4.2,0.2,7.9,9,4.7,0.2,0.3,,,,,34,199,15,,14,,,117,,9,252,35,9,178,,,74,20.5,61.6,,37.1,7,1,6.2,0.9,,,,,0.4,2.5,,,17,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
53.9,1.2,15.5,0.9,6.4,0.1,6.7,5.7,5.4,1,0.2,,,,,35,196,14,,33,,,39,,28,344,34,10,197,,,246,20.3,41.6,,24,5.6,1.3,5.3,0.7,,,,,0.4,2.7,,,15,8,3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50.3,1.4,18.1,0.97,6.7,0.2,5.7,5.8,4.4,1.9,0.3,,,,,31,228,10,,39,,,40,,53,415,42,10,217,,,420,24.1,48.6,,27.7,6.7,1.5,7.1,1.1,,,,,0.4,3,,,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50,1,17.7,3.31,6,0.2,5.6,7.1,4,1.4,0.2,,,,,34,245,27,,8,,,74,,35,299,22,5,105,,,749,6.9,17.1,,10.9,2.5,0.7,2.6,0.4,,,,,0.2,1.4,,,22,5,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50.9,1.5,14.5,2.82,9.2,0.3,5.1,6.8,3.9,1.4,0.2,,,,,38,297,36,,14,,,150,,31,175,31,7,125,,,383,,33,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
51.7,1.1,18.1,1.03,6.4,0.1,5.1,8.7,4.3,1,0.2,,,,,32,228,14,,26,,,32,,34,360,25,7,152,,,218,15.8,32.5,,20.3,4.8,1.5,4.7,0.7,,,,,0.3,2.3,,,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
51.8,1.4,15.4,3.29,7.6,0.3,4.5,6.3,4.5,2,0.3,,,,,36,299,26,,11,,,161,,51,260,34,7,139,,,896,13.1,30.1,,21,5.5,1.6,5.5,0.9,,,,,0.5,3.1,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.2,0.7,17.1,1.11,4.3,0.1,2.9,2.4,4.9,1.2,0.2,,,,,9,54,18,,3,83,,107,,42,267,14,7,121,,,298,,26,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
52.8,1,22.2,0.66,3.4,0.1,2.9,8.1,5.8,0.6,0.2,,,,,18,132,17,,6,,,232,,19,361,10,7,90,,,162,4.6,7.3,,4.9,1.2,0.6,1.4,0.2,,,,,0.1,0.8,,,73,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.6,17.5,1.12,4,0.2,2.5,2.5,7.4,0.7,0.2,,,,,13,38,10,,6,1221,,274,,24,249,19,7,121,,,202,7.8,17.4,,10.4,2.2,0.8,2.2,0.3,,,,,0.2,1.1,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.7,18.2,0.75,1.2,0.1,2.4,3.3,8.1,0.8,0.2,,,,,10,48,5,,3,434,,39,,27,254,23,8,152,,,207,,43,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
65.8,0.4,14.9,1.23,5,0.1,2.4,0.5,6.8,0,0.1,,,,,9,51,14,,13,294,,243,,4,32,16,8,139,,,30,,47,,,,,,,,,,,,,,,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.9,0.6,17.3,0.8,4.8,0.1,2.3,1.8,6.5,1.4,0.2,,,,,9,44,9,,3,175,,27,,39,298,14,7,128,,,332,,24,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
60.9,0.5,17,0.99,4.9,0.1,2.3,3,5.8,1.4,0.2,,,,,10,38,7,,6,161,,258,,40,281,15,6,117,,,272,,24,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.6,16.7,1.19,3.6,0.1,2.2,2.7,10.1,0,0.2,,,,,10,36,10,,12,958,,151,,5,38,15,4,119,,,16,21.4,40.6,,18.8,3.3,1.1,3.1,0.5,,,,,0.2,1.3,,,56,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
62.4,0.5,17.3,1.12,3.4,0.1,1.8,2.3,5.5,2.5,0.2,,,,,9,52,9,,2,55,,29,,63,200,16,6,119,,,457,7.3,17.3,,9.6,2,0.7,2,0.3,,,,,0.2,1.1,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
63.4,0.5,17.7,1.35,3.3,0.1,1.7,5.3,4.5,1,0.2,,,,,10,39,12,,10,,,65,,30,310,21,4,121,,,409,9.7,22,,13.4,3.1,1,3,0.5,,,,,0.3,1.9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
67.7,0.4,16.4,0.4,1.6,0,1.5,4.7,5.3,0.4,0.1,,,,,7,25,7,,5,133,,40,,17,331,11,8,143,,,98,,81,,,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
66.3,0.4,16.4,0.47,2.5,0.1,1.4,2.5,5.6,2,0.1,,,,,6,22,4,,3,9,,49,,61,229,16,6,121,,,558,21.5,51.7,,28.8,5.9,1.2,5.5,0.9,,,,,0.4,2.7,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
65.5,0.5,17.4,0.44,1.3,0.1,1.4,2.5,8.1,0.9,0.2,,,,,7,31,9,,3,1211,,608,,26,246,18,7,124,,,205,,63,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
64,0.4,16.5,0.62,2.3,0.1,1.2,2.8,4.4,4.5,0.1,,,,,6,31,4,,5,,,49,,99,209,18,4,126,,,1228,5.4,15.1,,8.2,2,0.7,2,0.3,,,,,0.2,1.2,,,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
53.1,1.1,15.1,1.02,4.2,0.2,7.9,9,4.7,0.2,0.3,,,,,34,199,15,161,14,,,117,,9,252,35,9,178,,,74,20.5,61.6,,37.1,7,1,6.2,0.9,,,,,0.4,2.5,,,17,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
53.9,1.2,15.5,0.9,6.4,0.1,6.7,5.7,5.4,1,0.2,,,,,35,196,14,127,33,,,39,,28,344,34,10,197,,,246,20.3,41.6,,24,5.6,1.3,5.3,0.7,,,,,0.4,2.7,,,15,8,3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
51,1.1,16.5,0.94,6.4,0.2,6,6.6,5.5,0.5,0.2,,,,,37,236,14,49,11,,,101,,12,142,24,7,145,,,192,,36,,,,,,,,,,,,,,,22,9,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50.3,1.4,18.1,0.97,6.7,0.2,5.7,5.8,4.4,1.9,0.3,,,,,31,228,10,168,39,,,40,,53,415,42,10,217,,,420,24.1,48.6,,27.7,6.7,1.5,7.1,1.1,,,,,0.4,3,,,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
50,1,17.7,3.31,6,0.2,5.6,7.1,4,1.4,0.2,,,,,34,245,27,37,8,,,74,,35,299,22,5,105,,,749,6.9,17.1,,10.9,2.5,0.7,2.6,0.4,,,,,0.2,1.4,,,22,5,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
51.7,1.1,18.1,1.03,6.4,0.1,5.1,8.7,4.3,1,0.2,,,,,32,228,14,67,26,,,32,,34,360,25,7,152,,,218,15.8,32.5,,20.3,4.8,1.5,4.7,0.7,,,,,0.3,2.3,,,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
54.4,0.9,17,1.22,4.8,0.1,3.6,8.7,5.3,0.9,0.1,,,,,33,169,8,175,29,,,30,,19,244,17,4,123,,,135,7.6,17.1,,11.2,2.5,0.9,2.6,0.5,,,,,0.2,1.8,,,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.2,0.7,17.1,1.11,4.3,0.1,2.9,2.4,4.9,1.2,0.2,,,,,9,54,18,20,3,83,,107,,42,267,14,7,121,,,298,,26,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
52.8,1,22.2,0.66,3.4,0.1,2.9,8.1,5.8,0.6,0.2,,,,,18,132,17,20,6,,,232,,19,361,10,7,90,,,162,4.6,7.3,,4.9,1.2,0.6,1.4,0.2,,,,,0.1,0.8,,,73,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.6,17.5,1.12,4,0.2,2.5,2.5,7.4,0.7,0.2,,,,,13,38,10,21,6,1221,,274,,24,249,19,7,121,,,202,7.8,17.4,,10.4,2.2,0.8,2.2,0.3,,,,,0.2,1.1,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
62.6,0.6,17.1,0.59,2,0.1,2.4,3,7.7,1.4,0.2,,,,,10,35,5,,6,1601,,239,,31,180,15,6,133,,,706,,59,,,,,,,,,,,,,,,51,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.7,18.2,0.75,1.2,0.1,2.4,3.3,8.1,0.8,0.2,,,,,10,48,5,19,3,434,,39,,27,254,23,8,152,,,207,,43,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
65.8,0.4,14.9,1.23,5,0.1,2.4,0.5,6.8,0,0.1,,,,,9,51,14,29,13,294,,243,,4,32,16,8,139,,,30,,47,,,,,,,,,,,,,,,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.9,0.6,17.3,0.8,4.8,0.1,2.3,1.8,6.5,1.4,0.2,,,,,9,44,9,21,3,175,,27,,39,298,14,7,128,,,332,,24,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
60.9,0.5,17,0.99,4.9,0.1,2.3,3,5.8,1.4,0.2,,,,,10,38,7,16,6,161,,258,,40,281,15,6,117,,,272,,24,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
61.5,0.6,16.7,1.19,3.6,0.1,2.2,2.7,10.1,0,0.2,,,,,10,36,10,19,12,958,,151,,5,38,15,4,119,,,16,21.4,40.6,,18.8,3.3,1.1,3.1,0.5,,,,,0.2,1.3,,,56,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
62.4,0.5,17.3,1.12,3.4,0.1,1.8,2.3,5.5,2.5,0.2,,,,,9,52,9,12,2,55,,29,,63,200,16,6,119,,,457,7.3,17.3,,9.6,2,0.7,2,0.3,,,,,0.2,1.1,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
63.4,0.5,17.7,1.35,3.3,0.1,1.7,5.3,4.5,1,0.2,,,,,10,39,12,12,10,,,65,,30,310,21,4,121,,,409,9.7,22,,13.4,3.1,1,3,0.5,,,,,0.3,1.9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
67.7,0.4,16.4,0.4,1.6,0,1.5,4.7,5.3,0.4,0.1,,,,,7,25,7,13,5,133,,40,,17,331,11,8,143,,,98,,81,,,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
66.3,0.4,16.4,0.47,2.5,0.1,1.4,2.5,5.6,2,0.1,,,,,6,22,4,5,3,9,,49,,61,229,16,6,121,,,558,21.5,51.7,,28.8,5.9,1.2,5.5,0.9,,,,,0.4,2.7,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
65.5,0.5,17.4,0.44,1.3,0.1,1.4,2.5,8.1,0.9,0.2,,,,,7,31,9,16,3,1211,,608,,26,246,18,7,124,,,205,,63,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
64,0.4,16.5,0.62,2.3,0.1,1.2,2.8,4.4,4.5,0.1,,,,,6,31,4,5,5,,,49,,99,209,18,4,126,,,1228,5.4,15.1,,8.2,2,0.7,2,0.3,,,,,0.2,1.2,,,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,217,165,,,,,,,,,,75.8,14,,,,,,,,,,,,21.8,4.7,,,,,,,,,,,,,,,0.72541,,0.511001,,18.936,,15.659,,38.837,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,224,179,,,,,,,,,,82.7,14.6,,,,,,,,,,,,58.4,3.7,,,,,,,,,,,,,,,0.71972,,0.511132,,19.192,,15.683,,39.674,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,2.1,6.6,,,,,,,,,,17.7,6.3,,,,,,,,,,,,5.2,1.6,,,,,,,,,,,,,,,0.71485,,0.511251,,20.042,,15.807,,40.129,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,19.854,,15.793,,39.764,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,13.8,7.3,,,,,,,,,,52.2,7.5,,,,,,,,,,,,3.2,3,,,,,,,,,,,,,,,0.7219,,0.511074,,21.053,,15.893,,41.35,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,7.7,592,,,,,,,,,,,,,,,,,,,,,,,4.1,1.2,20.4,,,,,,,,,,,,,,0.70787,,,,21.118,,15.914,,40.444,,,Cretacicoinferior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.383,,15.73,,39.226,,,Cretacicoinferior
72.3,0.2,14.2,2.85,,0.1,0.8,3,3.6,2.7,0.1,,,,18.1,10,42,4.2,10,3,,0.2,32,0.2,81,332,4,6,106,2.6,0,936,10.7,19.7,1.9,7,1.2,0.4,1,0.1,0.9,0.2,0.5,0.1,0.1,0.5,0.7,0.2,10.6,5.5,1.2,,,,,,,,,,,,,,0.7068,0,0.5125,0,18.63,0.002,15.641,0.002,38.682,0.005,,Cretacicoinferior
